entry_i,exit_i,side,lots,entry_price,exit_price,gross_pnl,cost,net_pnl
5174,5187,short,1,3650.0,3650.0,0.0,27.3,-27.3
5222,5256,long,1,3724.0,3822.0,98.0,27.546,70.45400000000001
5378,5404,short,1,3709.0,3640.0,69.0,27.349,41.650999999999996
5438,5442,short,1,3576.0,3554.0,22.0,27.130000000000003,-5.130000000000003
5520,5534,short,1,3506.0,3499.0,7.0,27.005000000000003,-20.005000000000003
5540,5565,long,1,3640.0,3664.0,24.0,27.304000000000002,-3.304000000000002
5822,5843,short,1,3517.0,3485.0,32.0,27.002,4.998000000000001
5968,5984,long,1,3449.0,3432.0,-17.0,26.881,-43.881
5996,6016,short,1,3385.0,3340.0,45.0,26.725,18.275
6032,6049,long,1,3426.0,3385.0,-41.0,26.811,-67.811
6056,6072,short,1,3285.0,3247.0,38.0,26.532,11.468
